Species	Grid_ID	Num_Seq	Num_Muts	GD_Pi	BP
Hypsiboas_semiguttatus	933	3	4	0.00692640692640693	1155
Ichthyophis_glutinosus	1956	11	17	0.00883969623987370	7586
Insuetophrynus_acarpicus	567	7	13	0.00948280519911153	5035
Leptodactylus_albilabris	2189	6	24	0.00963336705301364	5342
Leptopelis_kivuensis	1673	5	7	0.00647652766850249	3095
Lithobates_catesbeianus	2595	2	0	0	2282
Lithobates_clamitans	2904	4	3	0.00601092896174863	1220
Lithobates_pipiens	2904	3	2	0.00437158469945355	915
Lithobates_sylvaticus	2904	7	4	0.00374707259953161	2135
Mannophryne_trinitatis	2010	27	19	0.00478308710506177	15422
Mannophryne_venezuelensis	2010	4	1	0.000865044884978440	2323
Mantella_baroni	1137	2	0	0	906
Mantella_baroni	2182	8	10	0.00630715862503942	3624
Mantella_betsileo	1136	13	11	0.00564439873328544	6166
Mantella_betsileo	1137	8	7	0.00610042995051513	4375
Mantella_ebenaui	1227	3	2	0.00288186075373075	1412
Mantella_ebenaui	1228	7	0	0	3360
Mantella_expectata	1137	148	17	0.00203163965823894	88752
