occurrenceID	basisOfRecord	eventDate	DM ID	 ID number	DNAmark ID	Institution ID/ ZM no/ Voucher	Danish name	English name	Species name	NCBI Scientific name if different from species name	Stored in	Type (skin, tissue, bone, hair, organ)	Return rest of sample	Sample storage DNAmark	Photo for DNAmark	Institution (Voucher )	Voucher stored as	DNA sample/ Tissue collection code	Collecting_Year	Collecting_Month	Collecting_Day	Collected by	Country	countryCode	Locality	Geographical exact (CoordinatePrecisioninMeters)	decimalLatitude (UTM: N)	decimalLongitude (UTM: E)	geodeticDatum	Identified by (Validator)	Registred by	Sampled at	Sampling_Year	Sampling_Month	Sampling_Day	Sampled by	individualCount	organismQuantity	organismQuantityType	Taxon ID (GBIF) ?	NCBI Taxon ID	scientificName	key GBIF	kingdom	phylum	class	order	family	genus	Species	matchType	confidence	status	taxonRank	Corrected by Christina Lehmkuhl Noer	K-mer file	Mitochondrial/chloroplast genome filename	Genome sequences filename	Alcohol	Skin	Skull	Skeleton	Mounted	Mummy	Freezer	Tissue Coll. Code	Collecting code	Acronym 	Notes	LatLongVariable	P	CatFrom	CatTo	P-gr.	Cruise	Station 	Haul	Gear	N/S	W/E	Depth (meters)	Wire (m)	Further loc. Data	Zmcoll	Etiket	Lab ID	Quantity	fauna district	host	stage	available	Alt Cat Number	Type Status	Type/Count\n[imported]	Type specimen stored in formaldehyd	HABITAT	Isolator	Isol. Date	Personal code 	Isoaltion sample	Isolation unit	Isolation method	STATE	Medium	Temp	DEP	DEPD	Authentic	Toxic	Class	Remarks	subsampled by 	validationStatus	taxon_id	taxonFullName	taxonDanishName	taxonRedListCategory	decimalLatitude	decimalLongitude	accuracy	substrate	vegetationType	associatedTaxa	ecologyNotes	notes	Legit	URI	NO	HAB	DEL	Collected at	Notes	Evt V nummer	oprindelse af materiale	Square	Position
	PreservedSpecimen		DM31	31	DMM31	M2839	Vandspidsmus	Eurasian water shrew	Neomys fodiens		Ethanole	Tissue	Yes	Frozen	NO	ZM		MoA01-20.12.2004	1993	12	9		Denmark	DK	Vandførende grøft ved Kostræde banker nær Dybsø Fjord.	område	0	0	WGS84 -?	MA	PK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Neomys fodiens (Pennant, 1771)	2435767	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Neomys	Neomys fodiens	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM32	32	DMM32	M2847	Muldvarp	European mole	Talpa europaea		Ethanole	Tissue	Yes	Frozen	NO	ZM		MoA07-11.01.2005	2004	8	19		Denmark	DK	100 m syd for Søndersø, ved Værløse.	område	0	0	WGS84 -?	MA	PK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Talpa europaea Linnaeus, 1758	7872906	Animalia	Chordata	Mammalia	Soricomorpha	Talpidae	Talpa	Talpa europaea	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM33	33	DMM33	M4888	Troldflagermus	Nathusius's pipistrelle	Pipistrellus nathusii		Ethanole	Tissue	Yes	Frozen	NO	ZM		HJB01-090500	2000	5	7		Denmark	DK	Rosenlundsvej 10, 2791 Dragør.	eksakt koordinat	55.5699	12.576551	WGS84 -?	MA	LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Pipistrellus nathusii (Keyserling & Blasius, 1839)	5218471	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus nathusii	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM34	34	DMM34	M4890	Skimmelflagermus	Parti-coloured bat	Vespertilio murinus		Ethanole	Tissue	Yes	Frozen	NO	ZM		HJB02-270900	2000	9	21		Denmark	DK	Højstrupvej 10, 7741 Frøstrup.	eksakt koordinat	57.061394	9.009602	WGS84 -?	MA	LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Vespertilio murinus Linnaeus, 1758	2432564	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Vespertilio	Vespertilio murinus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM35	35	DMM35	M4913	Brunflagermus	Common noctule	Nyctalus noctula		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01-18052001	2001	5	12		Denmark	DK	Styrmandsvænget 224, 6710 Esbjerg V.	eksakt koordinat	55.52114	8.380287	WGS84 -?	MA	LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Nyctalus noctula (Schreber, 1774)	5218524	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	Nyctalus noctula	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM36	36	DMM36	M4914	Skægflagermus	Whiskered bat	Myotis mystacinus		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01-18072001	2001	5	4		Denmark	DK	Røstadvej 6, 3760 Gudhjem	eksakt koordinat	55.215947	14.925432	WGS84 -?	MA	LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis mystacinus (Kuhl, 1817)	9348166	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis mystacinus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM37	37	DMM37	M4932	Skimmelflagermus	Parti-coloured bat	Vespertilio murinus		Ethanole	Tissue	Yes	Frozen	NO	ZM		HJB01- 23.04.2002	2001	7			Denmark	DK	Piplegårdsvej 231,  8361  Hasselager	eksakt koordinat	56.107861	10.075804	WGS84 -?	HJB	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Vespertilio murinus Linnaeus, 1758	2432564	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Vespertilio	Vespertilio murinus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM38	38	DMM38	M5026	Pipistrelflagermus	Common pipistrelle	Pipistrellus pipistrellus sl.		Ethanole	Tissue	Yes	Frozen	NO	ZM		MoA37-4.7.2003	2001	9	16		Denmark	DK	Mandemarke på Østmøn.	område	54.96764	12.49247	WGS84 -?	MA	MA/PK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Pipistrellus pipistrellus (Schreber, 1774)	5218465	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus pipistrellus	EXACT	88	ACCEPTED	SPECIES					0	0	0	0	0	0	1																																																																							
	PreservedSpecimen		DM39	39	DMM39	M5027	Vandflagermus	Daubenton's bat	Myotis daubentonii		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01.07.07.03.	1992	9	4		Denmark	DK	Gl. Estrrup, Djursland, fundet død på vejen i svinget nær dammen, Jesper Bruun Schmidt	eksakt koordinat	56.436248	10.344665	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis daubentonii (Kuhl, 1817)	2432439	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis daubentonii	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM40	40	DMM40	M5030	Troldflagermus	Nathusius's pipistrelle	Pipistrellus nathusii		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA08707.07.03	2003	1	11		Denmark	DK	Kaalundsvej23, Farum, Birgitte Mandel	eksakt koordinat	55.807829	12.357044	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Pipistrellus nathusii (Keyserling & Blasius, 1839)	5218471	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus nathusii	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM41	41	DMM41	M5062	Brandts flagermus	Brandt's bat	Myotis brandtii		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01.14.08.2003	2004	3	24		Denmark	DK	Slettevej 6, 3km s.f.Tejn. Bornholm	eksakt koordinat	55.220822	14.849879	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis brandtii (Eversmann, 1845)	7261875	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM42	42	DMM42	M5065	Langøret flagermus	Brown long-eared bat	Plecotus auritus		DMSO	Tissue	Yes	Frozen	NO	ZM		HJB01.15-02-2007	2003	8	18		Denmark	DK	Tovsigvej 1, 7700 Thisted	eksakt koordinat	57.048333	8.920558	WGS84 -?	HJB	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Plecotus auritus (Linnaeus, 1758)	5218507	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus auritus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	1	0																																																																							
	PreservedSpecimen		DM43	43	DMM43	M5089	Langøret flagermus	Brown long-eared bat	Plecotus auritus		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA04.14.07.2004	2004	6	30		Denmark	DK	Sivestedvej, v.f.Sivested, fundet død på vejen af Annelise	eksakt koordinat	56.384929	10.622585	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Plecotus auritus (Linnaeus, 1758)	5218507	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus auritus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM44	44	DMM44	M5097	Damflagermus	Pond bat	Myotis dasycneme		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01.15.07.2004	2004	7	7		Denmark	DK	Grønningen 12, Horn, 8882 Fårvang, Koloni, mange dyr flyver ud hver aften, det fundne dyr er ent ungdyr	eksakt koordinat	56.252839	9.70947	WGS84 -?	HJB	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis dasycneme (Boie, 1825)	2432452	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis dasycneme	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM45	45	DMM45	M5114	Langøret flagermus	Brown long-eared bat	Plecotus auritus		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01.20.07.2004	2004	2	14		Denmark	DK	Stivænget 1, ø.f. Stensved, fundet død i lade	eksakt koordinat	54.99781	12.038459	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Plecotus auritus (Linnaeus, 1758)	5218507	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus auritus	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM46	46	DMM46	M5118	Vandflagermus	Daubenton's bat	Myotis daubentonii		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA09.20.07.2004	2004	7	14		Denmark	DK	Zoologisk Have, mumie fra vindueskarm i værkstedet	eksakt koordinat	55.673463	12.520073	WGS84 -?	HJB	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis daubentonii (Kuhl, 1817)	2432439	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis daubentonii	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM47	47	DMM47	M5148	Frynseflagermus	Natterer's bat	Myotis nattereri		Ethanole	Tissue	Yes	Frozen	NO	ZM		MoA03.04.11.2004	2004	9	25		Denmark	DK	Kristianssæde Skov, Fundet død på Skovvej tæt ved Ryde Station	eksakt koordinat	54.78413	11.372572	WGS84 -?	MA	HJB	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Myotis nattereri (Kuhl, 1817)	2432389	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis nattereri	EXACT	98	ACCEPTED	SPECIES					1	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM48	48	DMM48	M7404	Ræv	Red fox	Vulpes vulpes		Ethanole	Tissue	Yes	Frozen	NO	ZM		MOA01.04.03.2002	2001	6	2		Denmark	DK	Landevejen mellem Næstved og Præstø, 0,5 kmsten.	eksakt koordinat	55.218633	11.794068	WGS84 -?		LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Vulpes vulpes (Linnaeus, 1758)	5219243	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	EXACT	98	ACCEPTED	SPECIES					0	0	0	0	0	0	0																																																																							
	PreservedSpecimen		DM49	49	DMM49	M7405	Ræv	Red fox	Vulpes vulpes		Ethanole	Tissue	Yes	Frozen	NO	ZM		01.06.2001	2001	6	1		Denmark	DK	Landevejen mellem Næstved og Præstø, 5,2 kmsten.	eksakt koordinat	55.203975	11.817987	WGS84 -?		LAK	ZM	2017	6	1	Daniel Klingberg Johansson	1	1	individuals			Vulpes vulpes (Linnaeus, 1758)	5219244	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	EXACT	98	ACCEPTED	SPECIES					0	0	0	0	0	0	1																																																																							
	PreservedSpecimen		DM50a	50	DMM50a	M17917	Almindelig markmus	Field vole	Microtus agretis		Ethanole	fur	no	Frozen	yes	ZM		.	2010	3	31		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Microtus agrestis (Linnaeus, 1761)	2438616	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM50b	50	DMM50b	M17917	Almindelig markmus	Field vole	Microtus agretis		Ethanole	bone	no	Frozen	yes	ZM		.	2010	3	31		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Microtus agrestis (Linnaeus, 1761)	2438617	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM50c	50	DMM50c	M17917	Almindelig markmus	Field vole	Microtus agretis		Ethanole	nail	no	Frozen	yes	ZM		.	2010	3	31		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Microtus agrestis (Linnaeus, 1761)	2438618	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM50d	50	DMM50d	M17917	Almindelig markmus	Field vole	Microtus agretis		Ethanole	muscle	no	Frozen	yes	ZM		.	2010	3	31		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Microtus agrestis (Linnaeus, 1761)	2438619	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM50e	50	DMM50e	M17917	Almindelig markmus	Field vole	Microtus agretis		Ethanole	heart	no	Frozen	yes	ZM		.	2010	3	31		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Microtus agrestis (Linnaeus, 1761)	2438620	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51a	51	DMM51a	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	fur	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433753	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51b	51	DMM51b	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	bone - toe	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433754	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51c	51	DMM51c	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	nail	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433755	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51d	51	DMM51d	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	heart	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433756	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51e	51	DMM51e	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	lung	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433757	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM51f	51	DMM51f	M9937	Odder	Eurasian otter	Lutra lutra		Ethanole	muscle	no	Frozen	yes	ZM		.	2011	3	1		Denmark	DK	nordlige udkant af Outruo, syd for Nørre Nebel							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Lutra lutra (Linnaeus, 1758)	2433758	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM52a	52	DMM52a	M17918	Husmus	House mouse	Mus musculus		Ethanole	fur	no	Frozen	yes	ZM		.	2002	12	28		Denmark	DK	Saltuna, Bornholm							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429082	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM52b	52	DMM52b	M17918	Husmus	House mouse	Mus musculus		Ethanole	bone 	no	Frozen	yes	ZM		.	2002	12	28		Denmark	DK	Saltuna, Bornholm							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429083	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM52c	52	DMM52c	M17918	Husmus	House mouse	Mus musculus		Ethanole	nail	no	Frozen	yes	ZM		.	2002	12	28		Denmark	DK	Saltuna, Bornholm							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429084	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM52d	52	DMM52d	M17918	Husmus	House mouse	Mus musculus		Ethanole	muscle	no	Frozen	yes	ZM		.	2002	12	28		Denmark	DK	Saltuna, Bornholm							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429085	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM52e	52	DMM52e	M17918	Husmus	House mouse	Mus musculus		Ethanole	heart + ?	no	Frozen	yes	ZM		.	2002	12	28		Denmark	DK	Saltuna, Bornholm							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429086	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM53a	53	DMM53a	M17922	Husmus	House mouse	Mus musculus		Ethanole	fur	no	Frozen	yes	ZM		.	2010	2	14		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429087	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM53b	53	DMM53b	M17922	Husmus	House mouse	Mus musculus		Ethanole	bone 	no	Frozen	yes	ZM		.	2010	2	14		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429088	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM53c	53	DMM53c	M17922	Husmus	House mouse	Mus musculus		Ethanole	nail	no	Frozen	yes	ZM		.	2010	2	14		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429089	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM53d	53	DMM53d	M17922	Husmus	House mouse	Mus musculus		Ethanole	muscle	no	Frozen	yes	ZM		.	2010	2	14		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429090	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM53e	53	DMM53e	M17922	Husmus	House mouse	Mus musculus		Ethanole	heart	no	Frozen	yes	ZM		.	2010	2	14		Denmark	DK	Ved Dammen 21, 2880 Bagsværd							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429091	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM54	54	DMM54	M17919	Husmus	House mouse	Mus musculus		Ethanole	muscle	no	Frozen	yes	ZM		.	2000	11	7		Denmark	DK	Havløkkegård v. Bandholm, Lolland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429092	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM55	55	DMM55	M17920	Husmus	House mouse	Mus musculus		Ethanole	muscle	no	Frozen	yes	ZM		.	2000	11	7		Denmark	DK	Havløkkegård v. Bandholm, Lolland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429093	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM56	56	DMM56	M17921	Husmus	House mouse	Mus musculus		Ethanole	muscle	no	Frozen	yes	ZM		.	2000	11	7		Denmark	DK	Havløkkegård v. Bandholm, Lolland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Mus musculus Linnaeus, 1758	7429094	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM57a	57	DMM57a	M11074	Husmår	Beech marten	Martes fiona		Ethanole	fur	no	Frozen	yes	ZM		.	2001	12	12		Denmark	DK	Vorup, Jylland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Martes foina Erxleben, 1777	5218887	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM57b	57	DMM57b	M11074	Husmår	Beech marten	Martes fiona		Ethanole	bone 	no	Frozen	yes	ZM		.	2001	12	12		Denmark	DK	Vorup, Jylland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Martes foina Erxleben, 1777	5218888	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM57c	57	DMM57c	M11074	Husmår	Beech marten	Martes fiona		Ethanole	nail	no	Frozen	yes	ZM		.	2001	12	12		Denmark	DK	Vorup, Jylland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Martes foina Erxleben, 1777	5218889	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM57d	57	DMM57d	M11074	Husmår	Beech marten	Martes fiona		Ethanole	muscle	no	Frozen	yes	ZM		.	2001	12	12		Denmark	DK	Vorup, Jylland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Martes foina Erxleben, 1777	5218890	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	FUZZY	94	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM57e	57	DMM57e	M11074	Husmår	Beech marten	Martes fiona		Ethanole	lung	no	Frozen	yes	ZM		.	2001	12	12		Denmark	DK	Vorup, Jylland							ZM	2017	8	24	Christina Lehmkuhl Noer & Daniel Klingberg Johansson	1	1	individuals			Martes foina Erxleben, 1777	5218891	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	FUZZY	94	ACCEPTED	SPECIES																																																																																		
