basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM260;DDCC-0032;Cosmarium ochthodes;Cosmarium ochthodes;Cosmarium ochthodes;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;4;27;Hansen, G. & Stastny, J.;Denmark;DK;Sortemosen, Allerød;Exact;55.86724;12.369424;0;Stastny, J.;Cosmarium ochthodes Nordstedt;5274637;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium ochthodes;0;#N/A;Cosmarium_ochthodes_DM260.fasta
PreservedSpecimen;DM261;DDCC-0034;Cosmarium thwaitesii var. penioides;Cosmarium thwaitesii var. penioides;Cosmarium thwaitesii;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;4;27;Hansen, G. & Stastny, J.;Denmark;DK;Sortemosen, Allerød;Exact;55.86724;12.369424;0;Hansen, G.;Cosmarium thwaitesii var. penioides Klebs, 1879;5274043;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium thwaitesii;Cosmarium thwaitesii var. penioides;#N/A;Cosmarium_thwaitesii_DM261.fasta
PreservedSpecimen;DM262;DDCC-0037;Cosmarium impressulum;Cosmarium impressulum;Cosmarium impressulum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;4;27;Hansen, G. & Stastny, J.;Denmark;DK;Sortemosen, Allerød;Exact;55.867795;12.36958;0;Hansen, G.;Cosmarium impressulum Elfving, 1881;5274090;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium impressulum;0;#N/A;Cosmarium_impressulum_DM262.fasta
PreservedSpecimen;DM264;DDCC-0063;Teilingia granulata;Teilingia granulata;Teilingia granulata;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;1;Hansen, G.;Denmark;DK;Holmegaards Mose;Exact;55.299831;11.7791561;0;Hansen, G.;Teilingia granulata (J.Roy & Bisset) Bourr.;2649877;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Teilingia;Teilingia granulata;0;#N/A;Teilingia_granulata_DM264.fasta
PreservedSpecimen;DM265;DDCC-0066;Closterium acutum;Closterium acutum;Closterium acutum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;1;Hansen, G.;Denmark;DK;Holmegaards Mose;Exact;55.299831;11.7791561;0;Stastny, J.;Closterium acutum Bréb.;2646408;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Closteriaceae;Closterium;Closterium acutum;0;#N/A;Closterium_acutum_DM265.fasta
PreservedSpecimen;DM266;DDCC-0069;Cosmarium formosulum;Cosmarium formosulum;Cosmarium formosulum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;6;Hansen, G.;Denmark;DK;Attemose;Exact;55.820971;12.511575;0;Statstny, J.;Cosmarium formosulum R.T.Hoff. ex Nordst.;7380409;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium formosulum;0;#N/A;Cosmarium_formosulum_DM266.fasta
PreservedSpecimen;DM267;DDCC-0077;Cosmarium regnellii;Cosmarium regnellii;Cosmarium regnellii;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;6;Hansen, G.;Denmark;DK;Attemose;Exact;55.820971;12.511575;0;Hansen, G.;Cosmarium regnellii Wille;5274551;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium regnellii;0;#N/A;Cosmarium_regnellii_DM267.fasta
PreservedSpecimen;DM269;DDCC-0108;Closterium setaceum;Closterium setaceum;Closterium setaceum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;15;Hansen, G.;Denmark;DK;Råbjerg Mile Lakes;Exact;57.641459;14.400263;0;Hansen, G./Stastny, J.;Closterium setaceum Ehrenb. ex Ralfs, 1848;2646535;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Closteriaceae;Closterium;Closterium setaceum;0;#N/A;Closterium_setaceum_DM269.fasta
PreservedSpecimen;DM270;DDCC-0130;Cosmarium cataractarum;Cosmarium cataractarum;Cosmarium cataractarum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;19;Hansen, G.;Denmark;DK;Roskilde fishponds, small lake;Exact;55.612123;12.080244;0;Stastny, J.;Cosmarium Corda ex Ralfs, 1848;2648709;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium cataractarum;0;#N/A;Cosmarium_cataractarum_DM270.fasta
PreservedSpecimen;DM271;DDCC-0147;Cosmarium perforatum;Cosmarium perforatum;Cosmarium perforatum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;31;Stastny, J.;Denamark;DK;Puggekullekær, Bornholm;Exact;55.127083;14.893341;0;Hansen, G./Stastny, J.;Cosmarium perforatum Lundell;5274671;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium perforatum;0;#N/A;Cosmarium_perforatum_DM271.fasta
PreservedSpecimen;DM272;DDCC-0150;Euastrum ansatum;Euastrum ansatum;Euastrum ansatum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;31;Stastny, J.;Denamark;DK;Puggekullekær, Bornholm;Exact;55.127083;14.893341;0;Hansen, G./Stastny, J.;Euastrum ansatum Ralfs;2648535;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Euastrum;Euastrum ansatum;0;#N/A;Euastrum_ansatum_DM272.fasta
PreservedSpecimen;DM273;DDCC-0154;Micrasterias semiradiata;Micrasterias semiradiata;Micrasterias semiradiata;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;31;Stastny, J.;Denamark;DK;Puggekullekær, Bornholm;Exact;55.127083;14.893341;0;Hansen, G./Stastny, J.;Micrasterias C.Agardh ex Ralfs, 1848;2647497;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias semiradiata;0;#N/A;Micrasterias_semiradiata_DM273.fasta
PreservedSpecimen;DM274;DDCC-0158;Staurastrum brachiatum;Staurastrum brachiatum;Staurastrum brachiatum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Staurastrum brachiatum Ralfs;2647983;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum brachiatum;0;#N/A;Staurastrum_brachiatum_DM274.fasta
PreservedSpecimen;DM275;DDCC-0159;Penium exiguum;Penium exiguum;Penium exiguum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Penium exiguum West;5274826;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Peniaceae;Penium;Penium exiguum;0;#N/A;Penium_exiguum_DM275.fasta
PreservedSpecimen;DM276;DDCC-0160;Cosmarium ornatum;Cosmarium ornatum;Cosmarium ornatum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Cosmarium ornatum Ralfs ex Ralfs, 1848;5273885;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium ornatum;0;#N/A;Cosmarium_ornatum_DM276.fasta
PreservedSpecimen;DM277;DDCC-0162;Cosmarium cf. blyttii v. novae-sylvae;Cosmarium cf. blyttii v. novae-sylvae;Cosmarium blyttii;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Cosmarium blyttii Wille;5274115;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium blyttii;Cosmarium cf. blyttii var. novae-sylvae;#N/A;Cosmarium_blyttii_DM277.fasta
PreservedSpecimen;DM278;DDCC-0170;Staurastrum lapponicum;Staurastrum lapponicum;Staurastrum lapponicum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Staurastrum lapponicum (Schmidle) Grönblad;2647719;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Euastrum;Staurastrum lapponicum;0;#N/A;Staurastrum_lapponicum_DM278.fasta
PreservedSpecimen;DM279;DDCC-0171;Staurodesmus triangularis var. brevispina;Staurodesmus triangularis var. brevispina;Staurodesmus triangularis;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Stastny, J.;Staurodesmus triangularis (Lagerh.) Teiling;2647308;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurodesmus;Staurodesmus triangularis;Staurodesmus triangularis var. brevispina;#N/A;Staurodesmus_triangularis_DM279.fasta
PreservedSpecimen;DM280;DDCC-0175;Micrasterias papillifera;Micrasterias papillifera;Micrasterias papillifera;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;0;0;Hansen, G.;Denmark;DK;Kohullet, Bornholm;Exact;55.12295;14.89157;0;Hansen, G./Stastny, J.;Micrasterias papillifera Bréb. ex Ralfs;7435052;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias papillifera;0;#N/A;Micrasterias_papillifera_DM280.fasta
PreservedSpecimen;DM281;DDCC-0182;Staurodesmus convergens;Staurodesmus convergens;Staurodesmus convergens;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;31;Stastny J.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Hansen G./ Stastny, J.;Staurodesmus convergens (Ehrenb.) Teiling;2647295;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurodesmus;Staurodesmus convergens;0;#N/A;Staurodesmus_convergens_DM281.fasta
PreservedSpecimen;DM282;DDCC-0189;Euastrum pectinatum;Euastrum pectinatum;Euastrum pectinatum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;31;Stastny J.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Hansen, G./ Stastny, J.;Euastrum pectinatum Ralfs;8072355;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Euastrum;Euastrum pectinatum;0;#N/A;Euastrum_pectinatum_DM282.fasta
PreservedSpecimen;DM283;DDCC-0202;Cosmarium formosulum;Cosmarium formosulum;Cosmarium formosulum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Stastny J.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Hansen, G./ Stastny, J.;Cosmarium formosulum R.T.Hoff. ex Nordst.;7380409;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium formosulum;0;#N/A;Cosmarium_formosulum_DM283.fasta
PreservedSpecimen;DM284;DDCC-0204;Staurastrum polytrichum;Staurastrum polytrichum;Staurastrum polytrichum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Stastny J.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Hansen, G./ Stastny, J.;Staurastrum polytrichum (Perty) Rabenhorst;2647782;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum polytrichum;0;#N/A;Staurastrum_polytrichum_DM284.fasta
PreservedSpecimen;DM285;DDCC-0214;Cosmarium humile;Cosmarium humile;Cosmarium humile;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Stastny, J.;Denmark;DK;Bastemose, Bornholm;Exact;55.12702;14.94518;0;Hansen, G./Stastny, J.;Cosmarium humile Nordst. ex De Toni;7532201;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium humile;0;#N/A;Cosmarium_humile_DM285.fasta
PreservedSpecimen;DM286;DDCC-0219;Micrasterias americana;Micrasterias americana;Micrasterias americana;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;8;29;Stastny, J & Lundholm, N.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Lundholm, N & Stastny, J;Micrasterias americana Ehrenberg ex Ralfs;2647498;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias americana;0;#N/A;Micrasterias_americana_DM286.fasta
PreservedSpecimen;DM287;DDCC-0250;Cosmarium pachydermum;Cosmarium pachydermum;Cosmarium pachydermum;Media;Centrifuged pellet;Natural History Museum of Denmark;2017;0;0;Stastny, J.;Denmark;DK;Langemose, Bornholm;Exact;55.122024;14.895936;0;Hansen, G. & Stastny, J.;Cosmarium pachydermum P.Lundell;5274064;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium pachydermum;0;#N/A;Cosmarium_pachydermum_DM287.fasta
PreservedSpecimen;DM676;K-1907;Volvox aureus ;Volvox aureus ;Volvox aureus;Media;Centrifuget pellet;Natural History Museum of Denmark;2014;11;19;Daugbjerg, N.;Denmark;DK;Fælledparken, København;Area, Coordinate from google maps;55.702562;12.565999;0;Gert Hansen;Volvox aureus Ehrenb.;0;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Volvocaceae;Volvox;Volvox aureus;0;#N/A;Volvox_aureus_DM676.fasta
PreservedSpecimen;DM1;M17488;Brandmus;Eurasian field mouse;Apodemus agrarius;Frozen;Tissue;Natural History Museum of Denmark;2006;2;12;0;Denmark;DK;Rykkerupvej 2, 4990 Sakskøbing;Coordinate from google maps;54.744556;11.722324;WGS84 -?;Mogens Andersen;Apodemus agrarius (Pallas, 1771);2437761;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus agrarius;0;MN122887;#N/A
PreservedSpecimen;DM2;M15581;Halsbåndmus;Yellow-necked field mouse;Apodemus flavicollis;Frozen;Tissue;Natural History Museum of Denmark;2001;9;27;0;Denmark;DK;Ny Hjortspringvej 3m 3500 Værløse;Exact;55.754244;12.414647;WGS84 -?;Hans J. Baagøe;Apodemus flavicollis (Melchior, 1834);2437756;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus flavicollis;0;MN122902;#N/A
PreservedSpecimen;DM3;M7152;Odder;Eurasian river otter;Lutra lutra;Frozen;Tissue;Natural History Museum of Denmark;2000;6;5;0;Denmark;DK;Pindstrup Mosebrug, Lille Vildmose;Area;56.881;10.1287;WGS84 -?;0;Lutra lutra (Linnaeus, 1758);2433753;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lutra;Lutra lutra;0;#N/A;Lutra_lutra_DM3.fasta
PreservedSpecimen;DM4;M7190;Odder;Eurasian river otter;Lutra lutra;Frozen;Tissue;Natural History Museum of Denmark;2001;4;29;0;Denmark;DK;A55 ved Ryå, lige NV for Åbybro;Area;57.170327;9.715932;WGS84 -?;Mogens Andersen;Lutra lutra (Linnaeus, 1758);2433753;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lutra;Lutra lutra;0;MN122838;#N/A
PreservedSpecimen;DM5;M7137;Skovmår;European pine marten;Martes martes;Frozen;Tissue;Natural History Museum of Denmark;2000;6;17;0;Denmark;DK;Stepping - Frørup på P-plads.;Area;55.364949;9.389935;WGS84 -?;Mogens Andersen;Martes martes (Linnaeus, 1758);5218878;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Martes;Martes martes;0;#N/A;Martes_martes_DM5.fasta
PreservedSpecimen;DM6;M7208;Skovmår;European pine marten;Martes martes;Frozen;Tissue;Natural History Museum of Denmark;2001;6;30;0;Denmark;DK;Motorvejen Kbh. - Rødby i retning mod Kbh. lige syd for det sted hvor Slimmingevej krydser motorvejen v. Sonnerup Byskov NV for Algestrup ml. Haslev og Køge;Exact;55.385716;12.095662;WGS84 -?;Mogens Andersen;Martes martes (Linnaeus, 1758);5218878;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Martes;Martes martes;0;MN122890;#N/A
PreservedSpecimen;DM7;M7475;Ilder;European polecat;Mustela putorius;Frozen;Tissue;Natural History Museum of Denmark;2002;10;9;0;Denmark;DK;Rødbymotorvejen i det nordgående spor ved km pæl 60.0, Bregentved Dyrehave;Exact;55.305118;12.029756;WGS84 -?;Mogens Andersen;Mustela putorius Linnaeus, 1758;5218911;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela putorius;0;MN122845;#N/A
PreservedSpecimen;DM8;M7397;Ilder;European polecat;Mustela putorius;Frozen;Tissue;Natural History Museum of Denmark;2002;2;22;0;Denmark;DK;Syrenvej 22, 4050 Skibby;Exact;55.753688;11.95625;WGS84 -?;LAK;Mustela putorius Linnaeus, 1758;5218911;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela putorius;0;MN122879;#N/A
PreservedSpecimen;DM9;M2154;Almindelig spidsmus;European shrew;Sorex araneus;Frozen;Tissue;Natural History Museum of Denmark;1993;7;27;0;Denmark;DK;Solbjærgsvinget, Birkerød;Coordinate from google maps;55.858036;12.42862;WGS84 -?;Mogens Andersen;Sorex araneus Linnaeus, 1758;8316400;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Sorex;Sorex araneus;0;MN122847;#N/A
PreservedSpecimen;DM10;M5114;Langøret flagermus;Brown big-eared bat;Plecotus auritus;Frozen;Tissue;Natural History Museum of Denmark;2004;2;14;0;Denmark;DK;Stivænget 1, ø.f. Stensved, fundet død i lade;Exact;54.99781;12.038459;WGS84 -?;Mogens Andersen;Plecotus auritus (Linnaeus, 1758);5218507;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;Plecotus auritus;0;MN122881;#N/A
PreservedSpecimen;DM11;M4968;Dværgflagermus;Soprano pipistrelle;Pipistrellus pygmaeus;Frozen;Tissue;Natural History Museum of Denmark;2003;5;11;0;Denmark;DK;Under fuglekasse på gæstehytte på adressen Sverregårdsvej 13, 4621 Gadstrup.;Koordinat fra google maps;55.585678;12.049576;WGS84 -?;Mogens Andersen;Pipistrellus pygmaeus (Leach, 1825);5707150;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;Pipistrellus pygmaeus;0;0;Pipistrellus_pygmaeus_DM11.fasta
PreservedSpecimen;DM12;M5106;Brunflagermus;Common noctule;Nyctalus noctula;Frozen;Tissue;Natural History Museum of Denmark;2003;9;0;0;Denmark;DK;Koldinghus, Museet;Exact;55.49221;9.47531;WGS84 -?;Mogens Andersen;Nyctalus noctula (Schreber, 1774);5218524;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;Nyctalus noctula;0;MN122907;#N/A
PreservedSpecimen;DM13;M8474;Grævling;Eurasian badger;Meles meles;Frozen;Tissue;Natural History Museum of Denmark;2006;11;17;0;Denmark;DK;NV for Store Kattinge Sø, i vejgaflen mod henholdsvis Kattinge og Bognæs vest for Boserup Skov ved Roskilde;Area, Coordinate from google maps;55.666356;12.009885;WGS84 -?;0;Meles meles (Linnaeus, 1758);2433875;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Meles;Meles meles;0;MN122868;#N/A
PreservedSpecimen;DM14;M15292;Egern;Eurasian red squirrel;Sciurus vulgaris;Frozen;Tissue;Natural History Museum of Denmark;1999;10;10;0;Denmark;DK;Bagsværd Hovedgade;Coordinate from google maps;55.762037;12.450446;WGS84 -?;Mogens Andersen;Sciurus vulgaris Linnaeus, 1758;8211070;Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Sciurus;Sciurus vulgaris;0;MN122844;#N/A
PreservedSpecimen;DM15;M15293;Egern;Eurasian red squirrel;Sciurus vulgaris;Frozen;Tissue;Natural History Museum of Denmark;1986;9;18;0;Denmark;DK;Rådvadsvej, lige ved fodboldbanerne, København;Coordinate from google maps;55.717116;12.521687;WGS84 -?;Mogens Andersen;Sciurus vulgaris Linnaeus, 1758;8211070;Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Sciurus;Sciurus vulgaris;0;MN122875;#N/A
PreservedSpecimen;DM16;M15299;Mosegris;Eurasian water mole;Arvicola amphibius;Frozen;Tissue;Natural History Museum of Denmark;1988;6;6;0;Denmark;DK;Ved Salløv Mose, Gadstrup, Roskilde Amt.;Area, Coordinate from google maps;55.573447;12.091041;WGS84 -?;AH;Arvicola amphibius (Linnaeus, 1758);4265185;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Arvicola;Arvicola amphibius;0;MN122828;#N/A
PreservedSpecimen;DM17;M15581;Halsbåndmus;Yellow-necked field mouse;Apodemus flavicollis;Frozen;Tissue;Natural History Museum of Denmark;2001;9;27;0;Denmark;DK;Ny Hjortspringvej 3m 3500 Værløse;Exact;55.754244;12.414647;WGS84 -?;Hans J. Baagøe;Apodemus flavicollis (Melchior, 1834);2437756;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus flavicollis;0;#N/A;Apodemus_flavicollis_DM17.fasta
PreservedSpecimen;DM18;M15597;Halsbåndmus;Yellow-necked field mouse;Apodemus flavicollis;Frozen;Tissue;Natural History Museum of Denmark;2001;9;30;0;Denmark;DK;Stockholtbuen (Garage) Grønsvinget 38, 2730 Herlev;Exact;55.735693;12.411118;WGS84 -?;Hans J. Baagøe;Apodemus flavicollis (Melchior, 1834);2437756;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus flavicollis;0;#N/A;Apodemus_flavicollis_DM18.fasta
PreservedSpecimen;DM19;M16911;Rødmus;Bank vole;Myodes glareolus;Frozen;Tissue;Natural History Museum of Denmark;2002;1;17;0;Denmark;DK;Maglemosevej 1, Veddinge, 4540 Fårevejle;Coordinate from google maps;55.822175;11.442367;WGS84 -?;Mogens Andersen;Myodes glareolus (Schreber, 1780);5706764;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Myodes;Myodes glareolus;0;MN122864;#N/A
PreservedSpecimen;DM20;M16917;Rødmus;Bank vole;Myodes glareolus;Frozen;Tissue;Natural History Museum of Denmark;2002;1;10;0;Denmark;DK;Engestofte;Area, Coordinate from google maps;54.761789;11.564215;WGS84 -?;Mogens Andersen;Myodes glareolus (Schreber, 1780);5706764;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Myodes;Myodes glareolus;0;#N/A;Myodes_glareolus_DM20.fasta
PreservedSpecimen;DM21;M16920;Havesyvsover;Garden dormouse;Eliomys quercinus;Frozen;Tissue;Natural History Museum of Denmark;2003;7;0;0;Denmark;DK;Starup Fjordvej 17, 6100 Hadeslev;Coordinate from google maps;55.245041;9.538657;WGS84 -?;Mogens Andersen;Eliomys quercinus (Linnaeus, 1766);2439683;Animalia;Chordata;Mammalia;Rodentia;Gliridae;Eliomys;Eliomys quercinus;0;MN122859;#N/A
PreservedSpecimen;DM22;M16922;Mosegris;Eurasian water mole;Arvicola amphibius;Frozen;Tissue;Natural History Museum of Denmark;2004;8;29;0;Denmark;DK;På hjørnet af Hærvejen og Mandelhoved, 4660 Store Heddinge;Coordinate from google maps;55.328606;12.438001;WGS84 -?;Mogens Andersen;Arvicola amphibius (Linnaeus, 1758);4265185;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Arvicola;Arvicola amphibius;0;MN122834;#N/A
PreservedSpecimen;DM23;M17487;Brandmus;Eurasian field mouse;Apodemus agrarius;Frozen;Tissue;Natural History Museum of Denmark;2006;2;12;0;Denmark;DK;Rykkerupvej 2, 4990 Sakskøbing;Coordinate from google maps;54.744513;11.722324;WGS84 -?;Mogens Andersen;Apodemus agrarius (Pallas, 1771);2437761;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus agrarius;0;#N/A;Apodemus_agrarius_DM23.fasta
PreservedSpecimen;DM24;M17488;Brandmus;Eurasian field mouse;Apodemus agrarius;Frozen;Tissue;Natural History Museum of Denmark;2006;2;12;0;Denmark;DK;Rykkerupvej 2, 4990 Sakskøbing;Coordinate from google maps;54.744513;11.722324;WGS84 -?;Mogens Andersen;Apodemus agrarius (Pallas, 1771);2437761;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus agrarius;0;#N/A;Apodemus_agrarius_DM24.fasta
PreservedSpecimen;DM25;M2401;Pindsvin;Western European hedgehog;Erinaceus europaeus;Frozen;Tissue;Natural History Museum of Denmark;2001;10;8;0;Denmark;DK;Svalmstrupvej 10, 4174 Jystrup;Coordinate from google maps;55.533622;11.819686;WGS84 -?;Hans J. Baagøe;Erinaceus europaeus Linnaeus, 1758;5219616;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Erinaceus;Erinaceus europaeus;0;MN122924;#N/A
