basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM691;ZMUCP10283;Stjernestør;Stellate sturgeon;Acipenser stellatus;Frozen;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD, P.R. Møller and H. Carl;Denmark;DK;Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Acipenser stellatus Pallas, 1771;2402159;Animalia;Chordata;Actinopterygii;Acipenseriformes;Acipenseridae;Acipenser;Acipenser stellatus;0;#N/A;Acipenser_stellatus_DM691.fasta
PreservedSpecimen;DM692;ZMUCP10302;Europæisk stør;Sturgeon;Acipenser sturio;Frozen;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD, P.R. Møller and H. Carl;Denmark;DK;Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Acipenser sturio Linnaeus, 1758;2402203;Animalia;Chordata;Actinopterygii;Acipenseriformes;Acipenseridae;Acipenser;Acipenser sturio;0;#N/A;Acipenser_sturio_DM692.fasta
PreservedSpecimen;DM695;(ZMUCP191806, ZMUCP191807);Heltling;Vendace;Coregonus albula;Frozen;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD;Denmark;DK;Natural History Museum of Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Coregonus albula (Linnaeus, 1758);2351027;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Coregonus;Coregonus albula;0;#N/A;Coregonus_albula_DM695.fasta
PreservedSpecimen;DM696;ZMUCP192242;Helt;Common whitefish;Coregonus lavaretus;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD;Denmark;DK;Natural History Museum of Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Coregonus lavaretus Valenciennes, 1848;2351211;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Coregonus;Coregonus lavaretus;0;#N/A;Coregonus_lavaretus_DM696.fasta
PreservedSpecimen;DM700;ZMUCP10276;Belugastør;Beluga;Huso huso;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD, P.R. Møller and H. Carl;Denmark;DK;Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Huso huso (Linnaeus, 1758);2402105;Animalia;Chordata;Actinopterygii;Acipenseriformes;Acipenseridae;Huso;Huso huso;0;#N/A;Huso_huso_DM700.fasta
PreservedSpecimen;DM706;0;Pukkellaks;Pink salmon;Oncorhynchus gorbuscha;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;No;Denmark;DK;Natural History Museum of Denmark (P191563), DTU Aqua (PUK#01, PUK#02);Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Oncorhynchus gorbuscha (Walbaum, 1792);5204037;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha;0;#N/A;Oncorhynchus_gorbuscha_DM706.fasta
PreservedSpecimen;DM707;0;Sølvlaks;Coho salmon;Oncorhynchus kisutch;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD, P.R. Møller and H. Carl;Denmark;DK;Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Oncorhynchus kisutch (Walbaum, 1792);5204034;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus kisutch;0;#N/A;Oncorhynchus_kisutch_DM707.fasta
PreservedSpecimen;DM709;0;Laks;Atlantic salmon;Salmo salar;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;NHMD, P.R. Møller and H. Carl;Denmark;DK;Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Salmo salar Linnaeus, 1758;7595433;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Salmo;Salmo salar;0;#N/A;Salmo_salar_DM709.fasta
PreservedSpecimen;DM710;(ZMUCP191788, ZMUCP192227);Ørred;River trout;Salmo trutta;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;No;Denmark;DK;Natural History Museum of Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Salmo trutta Linnaeus, 1758;8215487;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Salmo;Salmo trutta;0;#N/A;Salmo_trutta_DM710.fasta
PreservedSpecimen;DM711;(ZMUCP191564, ZMUCP191785);Fjeldørred;Arctic char ;Salvelinus alpinus;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;No;Denmark;DK;Natural History Museum of Denmark;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Salvelinus alpinus (Linnaeus, 1758);4284021;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;Salvelinus alpinus;0;#N/A;Salvelinus_alpinus_DM711.fasta
PreservedSpecimen;DM712;(ZMUCP191978, ZMUCP191980);Kildeørred;Brook trout;Salvelinus fontinalis;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;No;Denmark;DK;Natural History Museum of Denmark ;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Salvelinus fontinalis (Mitchill, 1814);2351271;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;Salvelinus fontinalis;0;#N/A;Salvelinus_fontinalis_DM712.fasta
PreservedSpecimen;DM852;ZMUCP2395799;Spansk makrel;Chub mackerel;Scomber japonicus ;Frozen;Muscle;Natural History Museum of Denmark;2018;0;0;0;Middelhavet;DK;er tastet ind i systemet får data af Marcus;Coordinate missing;36.091515;18.149174;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Scomber japonicus Houttuyn, 1782;7599552;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomber;Scomber japonicus ;0;MT410945;Scomber_japonicus_DM852.fasta
PreservedSpecimen;DM853;ZMUCP2396131;Europæisk malle;European catfish;Silurus glanis;Frozen;Muscle;Natural History Museum of Denmark;2005;6;0;0;Tjekkiet i opdræt;DK;er tastet ind i systemet får data af Marcus;Coordinate missing;49.718238;15.045136;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Silurus glanis Linnaeus, 1758;2337607;Animalia;Chordata;Actinopterygii;Siluriformes;Siluridae;Silurus;Silurus glanis;0;MT483611;Silurus_glanis_DM853.fasta
PreservedSpecimen;DM854;ZMUCP2396132;Flodlampret;European river lamprey;Lampetra fluviatilis;Frozen;Muscle;Natural History Museum of Denmark;2018;0;0;0;0;DK;Ribe vesterå;Area, Coordinate from google maps;55.345728;8.785198;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Lampetra fluviatilis (Linnaeus, 1758);2421365;Animalia;Chordata;Cephalaspidomorphi;Petromyzontiformes;Petromyzontidae;Lampetra;Lampetra fluviatilis;0;#N/A;Lampetra_fluviatilis_DM854.fasta
PreservedSpecimen;DM855;ZMUCP2396137;Finnebræmmet ringbug;Striped seasnail;Liparis liparis;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;DK;Nordsøen Danmark mellem blåvand og hvide sande;Area, Coordinate from google maps;55.835055;7.90121;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Liparis liparis (Linnaeus, 1766);5712338;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Liparidae;Liparis;Liparis liparis;0;MT483699;Liparis_liparis_DM855.fasta
PreservedSpecimen;DM856;ZMUCP2396139;Løje;Bleak;Alburnus alburnus;Frozen;Muscle;Natural History Museum of Denmark;2016;2;0;0;0;DK;Ellebæk ved Køge;Area, Coordinate from google maps;55.433849;11.982127;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Alburnus alburnus (Linnaeus, 1758);2362925;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Alburnus;Alburnus alburnus;0;MT410946;Alburnus_alburnus_DM856.fasta
PreservedSpecimen;DM857;ZMUCP2396532;Almindelig solaborre;Pumpkinseed sunfish;Lepomis gibbosus;Frozen;Muscle;Natural History Museum of Denmark;2017;0;0;0;0;DK;Brønshøj gadekær;Area, Coordinate from google maps;55.706925;12.508401;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Lepomis gibbosus (Linnaeus, 1758);2394486;Animalia;Chordata;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis gibbosus;0;MT483612;Lepomis_gibbosus_DM857.fasta
PreservedSpecimen;DM858;ZMUCP2396537;Brosme;Cusk;Brosme brosme;Frozen;Muscle;Natural History Museum of Denmark;2018;9;0;0;Norway;N;Norge;Area, Coordinate from google maps;58.897464;10.322113;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Brosme brosme (Ascanius, 1772);2415505;Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Brosme;Brosme brosme;0;MT483610;Brosme_brosme_DM858.fasta
PreservedSpecimen;DM859;ZMUCP2395792;Storplettet rokke;Spotted ray;Raja montagui;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;Nordsøen oceanarium;Exact;57.586799;9.981398;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Raja montagui Fowler, 1910;5216014;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;Raja montagui;0;#N/A;Raja_montagui_DM859.fasta
PreservedSpecimen;DM860;ZMUCP2395794;Engelsk sortfisk;Cornish blackfish;Schedophilus medusophagus;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;Denmark;DK;Salten Å, Midtjylland;Area, Coordinate from google maps;56.076581;9.604697;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Schedophilus medusophagus (Cocco, 1839);2398051;Animalia;Chordata;Actinopterygii;Perciformes;Centrolophidae;Schedophilus;Schedophilus medusophagus;0;MT410944;Schedophilus_medusophagus_DM860.fasta
PreservedSpecimen;DM861;ZMUCP2396142;Hork;Ruffe;Gymnocephalus cernua;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;0;DK;Salten Å, Midtjylland;Area, Coordinate from google maps;56.076581;9.604697;Ikke eksakt;#NAME?;Gymnocephalus cernua (Linnaeus, 1758);5209574;Animalia;Chordata;Actinopterygii;Perciformes;Percidae;Gymnocephalus;Gymnocephalus cernua;0;MT584128;Gymnocephalus_cernua_DM861.fasta
PreservedSpecimen;DM862;ZMUCP2396143;Rudskalle;Rudd;Scardinius erythrophthalmus;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;0;DK;Salten Å, Midtjylland;Area, Coordinate from google maps;56.076581;9.604697;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Scardinius erythrophthalmus (Linnaeus, 1758);2362635;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Scardinius;Scardinius erythrophthalmus;0;MT584141;Scardinius_erythrophthalmus_DM862.fasta
PreservedSpecimen;DM863;ZMUCP2396144;Skalle;Roach minnow;Rutilus rutilus;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;0;DK;Salten Å, Midtjylland;Area, Coordinate from google maps;56.076581;9.604697;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Rutilus rutilus (Linnaeus, 1758);2359706;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Rutilus;Rutilus rutilus;0;MT410947;Rutilus_rutilus_DM863.fasta
PreservedSpecimen;DM864;ZMUCP2396145;Aborre;European perch;Perca fluviatilis;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;0;DK;Salten Å, Midtjylland;Area, Coordinate from google maps;56.076581;9.604697;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Perca fluviatilis Linnaeus, 1758;8140485;Animalia;Chordata;Actinopterygii;Perciformes;Percidae;Perca;Perca fluviatilis;0;MT410943;Perca_fluviatilis_DM864.fasta
PreservedSpecimen;DM865;ZMUCP2396147;Elritse;Eurasian minnow;Phoxinus phoxinus;Frozen;Muscle;Natural History Museum of Denmark;2018;0;0;0;Efteråret 2018;DK;Døde Å, Århus, Jylland;Area, Coordinate from google maps;56.13326;10.134155;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Phoxinus phoxinus (Linnaeus, 1758);4409653;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Phoxinus;Phoxinus phoxinus;0;#N/A;Phoxinus_phoxinus_DM865.fasta
PreservedSpecimen;DM866;ZMUCP2396148;Nøgentobis;Smooth sandeel;Gymnammodytes semisquamatus;Frozen;Muscle;Natural History Museum of Denmark;2018;0;0;0;0;DK;Nordsøen;Exact;54.7;7.30722222;Eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Gymnammodytes semisquamatus (Jourdain, 1879);2390000;Animalia;Chordata;Actinopterygii;Perciformes;Ammodytidae;Gymnammodytes;Gymnammodytes semisquamatus;0;MT410950;Gymnammodytes_semisquamatus_DM866.fasta
PreservedSpecimen;DM867;ZMUCP2396150;Tærbe;Thorny skate;Amblyraja radiata;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;0;Denmark;DK;Formegenligt skagerak eller Nordsøen;Exact;57.248;7.443;Eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Amblyraja radiata (Donovan, 1808);2420446;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Amblyraja;Amblyraja radiata;0;#N/A;Amblyraja_radiata_DM867.fasta
PreservedSpecimen;DM868;ZMUCP2396152;Glashvarre;Megrim;Lepidorhombus whiffiagonis;Frozen;Muscle;Natural History Museum of Denmark;2018;11;0;0;Norway;N;Norske del af Nordsøen;Area, Coordinate from google maps;58.07649;5.997996;Ikke eksakt;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Lepidorhombus whiffiagonis (Walbaum, 1792);2409391;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Scophthalmidae;Lepidorhombus;Lepidorhombus whiffiagonis;0;#N/A;Lepidorhombus_whiffiagonis_DM868.fasta
PreservedSpecimen;DM869;ZMUCP2396149;Sars' porebrosme;Sar's wolf eel;Lycenchelys sarsii;Frozen;Muscle;Natural History Museum of Denmark;2018;12;0;0;0;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Lycenchelys sarsii (Collett, 1871);2380620;Animalia;Chordata;Actinopterygii;Perciformes;Zoarcidae;Lycenchelys;Lycenchelys sarsii;0;MT483698;Lycenchelys_sarsii_DM869.fasta
PreservedSpecimen;DM1005;ZMUCP2396154;Knude;Burbot;Lota lota;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Lota lota (Linnaeus, 1758);2415460;Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Lota;Lota lota;0;MT410959;Lota_lota_DM1005.fasta
PreservedSpecimen;DM1006;ZMUCP2396155;Rimte;Ide;Leuciscus idus;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Leuciscus idus (Linnaeus, 1758);4409643;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Leuciscus;Leuciscus idus;0;MT584106;Leuciscus_idus_DM1006.fasta
PreservedSpecimen;DM1007;ZMUCP2396156;Flire;White bream;Blicca bjoerkna;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Blicca bjoerkna (Linnaeus, 1758);2359471;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Blicca;Blicca bjoerkna;0;MT410960;Blicca_bjoerkna_DM1007.fasta
PreservedSpecimen;DM1008;ZMUCP2396157;Glastunge;Solenette;Buglossidium luteum;Frozen;Muscle;Natural History Museum of Denmark;2018;10;0;DTU Aqua;Denmark;DK;knap 120 km udenfor Hanstholm;Exact;57.205;6.84111111;0;Marcus Anders Krag;Buglossidium luteum (Risso, 1810);2409909;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Soleidae;Buglossidium;Buglossidium luteum;0;#N/A;Buglossidium_luteum_DM1008.fasta
PreservedSpecimen;DM1054;ZMUCR89101;Snog;European grass snake;Natrix natrix;Ethanol;Muscle;Natural History Museum of Denmark;2018;5;9;Peter Gravlund & Daniel Johannson;Denmark;DK;Ulfshale ved Møn, Skoven ved camping;Area, Coordinate from google maps;55.040109;12.278191;0;Peter Gravlund;Natrix natrix (Linnaeus, 1758);6161347;Animalia;Chordata;Reptilia;Squamata;Natricidae;Natrix;Natrix natrix;0;MT410941;Natrix_natrix_DM1054.fasta
PreservedSpecimen;DM1055;ZMUCR827;Løgfrø;Common spadefoot toad;Pelobates fuscus;Ethanol;Muscle;Natural History Museum of Denmark;1954;9;8;U. Mohl-Hansen;Denmark;DK;Nekselø, Nordenden;Area, Coordinate from google maps;55.793537;11.283672;0;U. Mohl-Hansen;Pelobates fuscus (Laurenti, 1768);2430567;Animalia;Chordata;Amphibia;Anura;Pelobatidae;Pelobates;Pelobates fuscus;0;#N/A;Pelobates_fuscus_DM1055.fasta
PreservedSpecimen;DM1056;ZMUCR851103;Latterfrø;Marsh frog;Pelophylax ridibundus;Ethanol;Muscle;Natural History Museum of Denmark;2014;7;23;Tore H. Holm Hansen;Denmark;DK;Sø nær Skrædderbakkevejen, Rønne, Bornholm;Area, Coordinate from google maps;55.073192;14.767973;0;D. K. Johansson & Mogens Andersen;Pelophylax ridibundus (Pallas, 1771);2426661;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;Pelophylax ridibundus;0;#N/A;Pelophylax_ridibundus_DM1056.fasta
PreservedSpecimen;DM1057;ZMUCR851127;Butsnudet frø;Common frog;Rana temporaria;Ethanol;Muscle;Natural History Museum of Denmark;2016;9;20;Jacob Hassingboe;Denmark;DK;Agersted, Jylland;Area, Coordinate from google maps;57.197397;10.379537;0;D. K. Johansson ?;Rana temporaria Linnaeus, 1758;2426805;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;Rana temporaria;0;#N/A;Rana_temporaria_DM1057.fasta
PreservedSpecimen;DM1058;ZMUCR851128;Spidssnudet frø;Moor frog;Rana arvalis;Ethanol;Muscle;Natural History Museum of Denmark;2016;8;29;Morten Larsen;Denmark;DK;Holmegaard Mose, Sjælland;Area, Coordinate from google maps;55.286089;11.795487;0;D. K. Johansson ?;Rana arvalis Nilsson, 1842;2426789;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;Rana arvalis;0;#N/A;Rana_arvalis_DM1058.fasta
PreservedSpecimen;DM1059;ZMUCR851100;Springfrø;Agile frog;Rana dalmatina;Ethanol;Muscle;Natural History Museum of Denmark;2014;8;6;Biowide;Denmark;DK;Fuglse Mose, Lolland;Area, Coordinate from google maps;54.70747;11.522928;0;D. K. Johansson & Mogens Andersen;Rana dalmatina Fitzinger, 1839;2426760;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;Rana dalmatina;0;#N/A;Rana_dalmatina_DM1059.fasta
PreservedSpecimen;DM1060;ZMUCR83566;Strandtudse;Natterjack toad;Epidalea calamita;Ethanol;Muscle;Natural History Museum of Denmark;2014;7;23;Tore H. Holm Hansen;Denmark;DK;Skansen øst for Bølshavn, Bornholm;Area, Coordinate from google maps;55.152393;15.084633;0;T. H. Holm Hansen;Epidalea calamita (Laurenti, 1768);2422507;Animalia;Chordata;Amphibia;Anura;Bufonidae;Epidalea;Epidalea calamita;0;MT483697;Epidalea_calamita_DM1060.fasta
PreservedSpecimen;DM1061;ZMUCR83565;Grønbroget tudse;Variable toad;Bufotes variabilis;Ethanol;Muscle;Natural History Museum of Denmark;2012;9;0;? Fundet død;Denmark;DK;Stubben, Nordhavn, Københan;Area, Coordinate from google maps;55.716937;12.60577;0;Mogens Andersen;Bufotes variabilis (Pallas, 1769);9787242;Animalia;Chordata;Amphibia;Anura;Bufonidae;Pseudepidalea;Bufotes variabilis;0;MT410958;Bufotes_variabilis_DM1061.fasta
PreservedSpecimen;DM1062;ZMUCR25328;Europæisk sumpskildpadde;European pond turtle;Emys orbicularis;Ethanol;Muscle;Natural History Museum of Denmark;1944;1;18;V. Gregersen;Denmark;DK;Møgeltønder;Area, Coordinate from google maps;54.944734;8.80065;0;D. K. Johansson ?;Emys orbicularis (Linnaeus, 1758);8909809;Animalia;Chordata;Reptilia;Testudines;Emydidae;Emys;Emys orbicularis;0;#N/A;Emys_orbicularis_DM1062.fasta
PreservedSpecimen;DM1063;ZMUCR25414;Rødøret terrapin;Red-eared slider turtle;Trachemys scripta;Ethanol;Muscle;Natural History Museum of Denmark;2017;8;25;? Taget i fælde;Denmark;DK;Botanisk Haves sø;Area, Coordinate from google maps;55.685915;12.57375;0;D. K. Johansson ?;Trachemys scripta (Thunberg In Schoepff, 1792);2443002;Animalia;Chordata;Reptilia;Testudines;Emydidae;Trachemys;Trachemys scripta;0;#N/A;Trachemys_scripta_DM1063.fasta
PreservedSpecimen;DM1106;CN3472;Vildkanin;Rabbit;Oryctolagus cuniculus;Dried;Bone;Natural History Museum of Denmark;1930;2;10;Dr. B. Benzon;Denmark;S;Saltholmen, Sverige?;Area, Coordinate from google maps;57.688728;11.850733;0;?;Oryctolagus cuniculus (Linnaeus, 1758);2436940;Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Oryctolagus;Oryctolagus cuniculus;0;#N/A;Oryctolagus_cuniculus_DM1106.fasta
PreservedSpecimen;DM1107;CN3561;Lækat;Ermine;Mustela erminea;Dried;Bone;Natural History Museum of Denmark;1890;3;18;F. Winge;Denmark;DK;Vestervig, WJ;Area, Coordinate from google maps;56.762364;8.317546;0;?;Mustela erminea Linnaeus, 1758;5219019;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela erminea;0;#N/A;Mustela_erminea_DM1107.fasta
PreservedSpecimen;DM1108;M15249;Bisamrotte;Muskrat;Ondatra zibethicus;Dried;Bone;Natural History Museum of Denmark;2000;9;23;J. Troelsen;Denmark;DK;Ugebæk, Bryllerup-Bov, Sønderjylland;Area, Coordinate from google maps;54.947417;9.250978;0;Birger Jensen;Ondatra zibethicus (Linnaeus, 1766);5219858;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Ondatra;Ondatra zibethicus;0;#N/A;Ondatra_zibethicus_DM1108.fasta
PreservedSpecimen;DM1109;M8023;Amerikansk mink;Amerikan mink;Neovison vison;Dried;Bone;Natural History Museum of Denmark;.;.;.;.;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Neovison vison (Schreber, 1777);2433652;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Neovison;Neovison vison;0;#N/A;Neovison_vison_DM1109.fasta
PreservedSpecimen;DM1110;CN4427;Hare;European hare;Lepus europaeus;Dried;Bone;Natural History Museum of Denmark;1937;10;12;Prof. Christiansen;Denmark;DK;Gelstrup pr. Nibe;Area, Coordinate from google maps;56.975172;9.672201;0;0;Lepus europaeus Pallas, 1778;7952072;Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus europaeus;0;#N/A;Lepus_europaeus_DM1110.fasta
PreservedSpecimen;DM1111;CN5599;Brud;Least weasel;Mustela nivalis;Dried;Bone;Natural History Museum of Denmark;1972;11;19;Cr. Vibe;Denmark;DK;Svinkløv Plantage;Area, Coordinate from google maps;57.14263;9.326076;0;0;Mustela nivalis Linnaeus, 1766;5218987;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela nivalis;0;#N/A;Mustela_nivalis_DM1111.fasta
PreservedSpecimen;DM1112;M7176;Vaskebjørn;Racoon;Procyon lotor;Dried;Bone;Natural History Museum of Denmark;2001;4;2;Hans J. Baagøe;Denmark;DK;Frederikssundsmotorvejen, fundet i sydlig rabat mod vestskoven;Area, Coordinate from google maps;55.682774;12.342814;0;0;Procyon lotor (Linnaeus, 1758);5218786;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon lotor;0;#N/A;Procyon_lotor_DM1112.fasta
PreservedSpecimen;DM1113;CN1143;Klapmyds;Hooded seal ;Cystophora cristata;Dried;Bone;Natural History Museum of Denmark;1977;6;.;Bjarne Svensson;Denmark;DK;Lofoten, levet 2 år i København Zoo;Area, Coordinate from google maps;68.223166;13.830916;0;0;Cystophora cristata (Erxleben, 1777);5219378;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata;0;#N/A;Cystophora_cristata_DM1113.fasta
PreservedSpecimen;DM1114;M1228;Ringsæl;Ringed seal;Pusa hispida;Dried;Bone;Natural History Museum of Denmark;1994;5;10;Rune Dietz, Grønlands Fiskeriundersøgelser;Greenland;GL;Ilunga, Nanortalik distr. Grønland;Area, Coordinate from google maps;60.142073;-45.24382;Greenland;0;Pusa hispida (Schreber, 1775);5219369;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa hispida;0;MT584129;Pusa_hispida_DM1114.fasta
PreservedSpecimen;DM1115;CN782;Grønlandssæl;Harp seal;Phoca groenlandica;Dried;Bone;Natural History Museum of Denmark;1948;11;20;Konserator Madsen;Greenlnd;GL;Sarqaq, Nusuak, Grønland;Area, Coordinate from google maps;70.029015;-51.935694;Greenland;0;Phoca groenlandica Erxleben, 1777;2434802;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Phoca groenlandica;0;#N/A;Phoca_groenlandica_DM1115.fasta
PreservedSpecimen;DM1116;M17840;Husrotte;Black rat;Rattus rattus;Dried;Skin;Natural History Museum of Denmark;2009;10;25;K. M. Gregersen;Denmark;DK;Danish Argo, Nykøbingfalster;Area, Coordinate from google maps;54.767685;11.864723;0;0;Rattus rattus (Linnaeus, 1758);2439270;Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus rattus;0;#N/A;Rattus_rattus_DM1116.fasta
PreservedSpecimen;DM1117;CN3519;Brunrotte;Norway rat;Rattus norvegicus;Dried;Skin;Natural History Museum of Denmark;1930;12;20;Dr. B. Benzon;Denmark;DK;Kbh, S. Boulevard;Area, Coordinate from google maps;55.651445;12.611761;0;0;Rattus norvegicus (Berkenhout, 1769);2439261;Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus;0;#N/A;Rattus_norvegicus_DM1117.fasta
